county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day
Orange,68369,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,139,100,5,34
Orange,68371,Lieutenant Governor,,DEM,ED HERNANDEZ,598,381,8,209
Orange,68371,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,491,300,10,181
Orange,68701,Lieutenant Governor,,DEM,ED HERNANDEZ,859,523,9,327
Orange,68701,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,588,399,7,182
Orange,68702,Lieutenant Governor,,DEM,ED HERNANDEZ,407,235,2,170
Orange,68702,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,389,215,4,170
Orange,69106,Lieutenant Governor,,DEM,ED HERNANDEZ,480,284,4,192
Orange,69106,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,546,339,12,195
Orange,69110,Lieutenant Governor,,DEM,ED HERNANDEZ,524,358,19,147
Orange,69110,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,576,397,9,170
Orange,69111,Lieutenant Governor,,DEM,ED HERNANDEZ,228,155,6,67
Orange,69111,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,278,199,19,60
Orange,69122,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,69122,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,69123,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,69123,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,69125,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,69125,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,69701,Lieutenant Governor,,DEM,ED HERNANDEZ,820,654,35,131
Orange,69701,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,1076,866,32,178
Orange,70075,Lieutenant Governor,,DEM,ED HERNANDEZ,1,0,1,0
Orange,70075,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70076,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70076,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70079,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70079,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70080,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70080,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70085,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70085,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70087,Lieutenant Governor,,DEM,ED HERNANDEZ,209,128,1,80
Orange,70087,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,271,155,2,114
Orange,70089,Lieutenant Governor,,DEM,ED HERNANDEZ,74,36,0,38
Orange,70089,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,116,64,1,51
Orange,70092,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70092,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70093,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70093,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70111,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70111,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70112,Lieutenant Governor,,DEM,ED HERNANDEZ,1,1,0,0
Orange,70112,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70114,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70114,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70115,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70115,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70116,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70116,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70117,Lieutenant Governor,,DEM,ED HERNANDEZ,3,2,0,1
Orange,70117,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,3,3,0,0
Orange,70118,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70118,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70119,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70119,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70120,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70120,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70121,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70121,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70122,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70122,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70123,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70123,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70124,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70124,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70125,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70125,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70126,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70126,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70127,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70127,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70128,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70128,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70133,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70133,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70134,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70134,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70135,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70135,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,70136,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,70136,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71120,Lieutenant Governor,,DEM,ED HERNANDEZ,441,253,4,184
Orange,71120,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,551,337,12,202
Orange,71121,Lieutenant Governor,,DEM,ED HERNANDEZ,197,102,3,92
Orange,71121,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,235,133,8,94
Orange,71231,Lieutenant Governor,,DEM,ED HERNANDEZ,410,264,9,137
Orange,71231,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,418,266,5,147
Orange,71232,Lieutenant Governor,,DEM,ED HERNANDEZ,141,78,1,62
Orange,71232,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,227,128,7,92
Orange,71237,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,71237,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71239,Lieutenant Governor,,DEM,ED HERNANDEZ,432,249,8,175
Orange,71239,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,564,355,11,198
Orange,71240,Lieutenant Governor,,DEM,ED HERNANDEZ,463,268,6,189
Orange,71240,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,589,354,9,226
Orange,71245,Lieutenant Governor,,DEM,ED HERNANDEZ,431,285,3,143
Orange,71245,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,594,389,15,190
Orange,71253,Lieutenant Governor,,DEM,ED HERNANDEZ,4,3,0,1
Orange,71253,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,4,4,0,0
Orange,71256,Lieutenant Governor,,DEM,ED HERNANDEZ,5,4,0,1
Orange,71256,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,7,4,0,3
Orange,71258,Lieutenant Governor,,DEM,ED HERNANDEZ,259,177,2,80
Orange,71258,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,310,199,6,105
Orange,71262,Lieutenant Governor,,DEM,ED HERNANDEZ,375,259,12,104
Orange,71262,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,511,353,6,152
Orange,71263,Lieutenant Governor,,DEM,ED HERNANDEZ,161,114,3,44
Orange,71263,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,309,210,9,90
Orange,71264,Lieutenant Governor,,DEM,ED HERNANDEZ,217,150,9,58
Orange,71264,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,303,208,8,87
Orange,71266,Lieutenant Governor,,DEM,ED HERNANDEZ,487,317,9,161
Orange,71266,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,690,488,8,194
Orange,71269,Lieutenant Governor,,DEM,ED HERNANDEZ,255,168,2,85
Orange,71269,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,373,226,6,141
Orange,71270,Lieutenant Governor,,DEM,ED HERNANDEZ,527,364,17,146
Orange,71270,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,751,510,28,213
Orange,71283,Lieutenant Governor,,DEM,ED HERNANDEZ,292,166,9,117
Orange,71283,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,393,250,6,137
Orange,71284,Lieutenant Governor,,DEM,ED HERNANDEZ,280,180,5,95
Orange,71284,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,287,205,5,77
Orange,71285,Lieutenant Governor,,DEM,ED HERNANDEZ,155,94,3,58
Orange,71285,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,167,106,4,57
Orange,71347,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,71347,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71349,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,71349,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71350,Lieutenant Governor,,DEM,ED HERNANDEZ,177,105,4,68
Orange,71350,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,210,113,9,88
Orange,71356,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,71356,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71361,Lieutenant Governor,,DEM,ED HERNANDEZ,311,214,6,91
Orange,71361,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,356,246,7,103
Orange,71362,Lieutenant Governor,,DEM,ED HERNANDEZ,3,3,0,0
Orange,71362,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,5,5,0,0
Orange,71364,Lieutenant Governor,,DEM,ED HERNANDEZ,148,78,7,63
Orange,71364,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,160,86,2,72
Orange,71368,Lieutenant Governor,,DEM,ED HERNANDEZ,268,176,7,85
Orange,71368,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,459,308,13,138
Orange,71370,Lieutenant Governor,,DEM,ED HERNANDEZ,433,289,7,137
Orange,71370,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,587,383,25,179
Orange,71378,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,71378,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,71380,Lieutenant Governor,,DEM,ED HERNANDEZ,39,36,2,1
Orange,71380,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,34,31,3,0
Orange,71381,Lieutenant Governor,,DEM,ED HERNANDEZ,521,370,14,137
Orange,71381,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,739,525,15,199
Orange,71701,Lieutenant Governor,,DEM,ED HERNANDEZ,509,313,3,193
Orange,71701,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,543,335,8,200
Orange,72080,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,72080,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,72085,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,72085,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,72087,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,72087,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,72091,Lieutenant Governor,,DEM,ED HERNANDEZ,613,412,13,188
Orange,72091,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,603,414,13,176
Orange,72093,Lieutenant Governor,,DEM,ED HERNANDEZ,65,46,0,19
Orange,72093,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,79,45,1,33
Orange,72096,Lieutenant Governor,,DEM,ED HERNANDEZ,591,392,13,186
Orange,72096,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,672,441,14,217
Orange,72098,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,72098,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,72110,Lieutenant Governor,,DEM,ED HERNANDEZ,0,0,0,0
Orange,72110,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,0,0,0,0
Orange,72120,Lieutenant Governor,,DEM,ED HERNANDEZ,4,4,0,0
Orange,72120,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,9,9,0,0
Orange,72121,Lieutenant Governor,,DEM,ED HERNANDEZ,97,61,4,32
Orange,72121,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,129,72,0,57
Orange,72122,Lieutenant Governor,,DEM,ED HERNANDEZ,97,66,0,31
Orange,72122,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,135,87,0,48
Orange,72254,Lieutenant Governor,,DEM,ED HERNANDEZ,576,372,16,188
Orange,72254,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,624,407,13,204
Orange,72255,Lieutenant Governor,,DEM,ED HERNANDEZ,572,344,5,223
Orange,72255,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,692,441,7,244
Orange,72256,Lieutenant Governor,,DEM,ED HERNANDEZ,355,226,6,123
Orange,72256,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,419,274,9,136
Orange,72269,Lieutenant Governor,,DEM,ED HERNANDEZ,191,113,0,78
Orange,72269,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,177,114,2,61
Orange,72272,Lieutenant Governor,,DEM,ED HERNANDEZ,278,185,4,89
Orange,72272,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,305,205,8,92
Orange,72312,Lieutenant Governor,,DEM,ED HERNANDEZ,83,46,1,36
Orange,72312,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,95,49,1,45
Orange,72314,Lieutenant Governor,,DEM,ED HERNANDEZ,469,289,9,171
Orange,72314,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,553,342,12,199
Orange,72318,Lieutenant Governor,,DEM,ED HERNANDEZ,299,180,3,116
Orange,72318,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,363,219,4,140
Orange,72321,Lieutenant Governor,,DEM,ED HERNANDEZ,160,70,3,87
Orange,72321,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,163,86,2,75
Orange,72701,Lieutenant Governor,,DEM,ED HERNANDEZ,140,97,3,40
Orange,72701,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,183,119,3,61
Orange,72702,Lieutenant Governor,,DEM,ED HERNANDEZ,529,369,6,154
Orange,72702,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,623,419,4,200
Orange,75110,Lieutenant Governor,,DEM,ED HERNANDEZ,262,157,3,102
Orange,75110,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,410,257,3,150
Orange,75116,Lieutenant Governor,,DEM,ED HERNANDEZ,238,148,1,89
Orange,75116,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,275,198,2,75
Orange,75117,Lieutenant Governor,,DEM,ED HERNANDEZ,29,28,0,1
Orange,75117,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,31,27,3,1
Orange,75122,Lieutenant Governor,,DEM,ED HERNANDEZ,83,51,2,30
Orange,75122,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,80,51,0,29
Orange,75701,Lieutenant Governor,,DEM,ED HERNANDEZ,81,48,0,33
Orange,75701,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,89,52,0,37
Orange,75702,Lieutenant Governor,,DEM,ED HERNANDEZ,360,247,1,112
Orange,75702,Lieutenant Governor,,DEM,ELENI KOUNALAKIS,390,252,1,137
Orange,2001,Secretary of State,,DEM,ALEX PADILLA,230,148,0,82
Orange,2001,Secretary of State,,REP,MARK P. MEUSER,127,106,3,18
Orange,2002,Secretary of State,,DEM,ALEX PADILLA,95,49,1,45
Orange,2002,Secretary of State,,REP,MARK P. MEUSER,14,4,0,10
Orange,2008,Secretary of State,,DEM,ALEX PADILLA,847,517,15,315
Orange,2008,Secretary of State,,REP,MARK P. MEUSER,315,200,6,109
Orange,2009,Secretary of State,,DEM,ALEX PADILLA,490,294,0,196
Orange,2009,Secretary of State,,REP,MARK P. MEUSER,227,139,1,87
Orange,2011,Secretary of State,,DEM,ALEX PADILLA,347,213,7,127
Orange,2011,Secretary of State,,REP,MARK P. MEUSER,432,265,2,165
Orange,2012,Secretary of State,,DEM,ALEX PADILLA,302,169,2,131
Orange,2012,Secretary of State,,REP,MARK P. MEUSER,107,57,2,48
Orange,2015,Secretary of State,,DEM,ALEX PADILLA,159,82,0,77
Orange,2015,Secretary of State,,REP,MARK P. MEUSER,97,50,0,47
Orange,2016,Secretary of State,,DEM,ALEX PADILLA,147,79,1,67
Orange,2016,Secretary of State,,REP,MARK P. MEUSER,216,123,3,90
Orange,2017,Secretary of State,,DEM,ALEX PADILLA,517,326,12,179
Orange,2017,Secretary of State,,REP,MARK P. MEUSER,662,430,4,228
Orange,2023,Secretary of State,,DEM,ALEX PADILLA,364,208,7,149
Orange,2023,Secretary of State,,REP,MARK P. MEUSER,238,150,3,85
Orange,2024,Secretary of State,,DEM,ALEX PADILLA,337,183,3,151
Orange,2024,Secretary of State,,REP,MARK P. MEUSER,349,191,1,157
Orange,2030,Secretary of State,,DEM,ALEX PADILLA,309,195,1,113
Orange,2030,Secretary of State,,REP,MARK P. MEUSER,290,181,2,107
Orange,2033,Secretary of State,,DEM,ALEX PADILLA,384,240,10,134
Orange,2033,Secretary of State,,REP,MARK P. MEUSER,302,201,2,99
Orange,2034,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2034,Secretary of State,,REP,MARK P. MEUSER,3,3,0,0
Orange,2036,Secretary of State,,DEM,ALEX PADILLA,204,122,7,75
Orange,2036,Secretary of State,,REP,MARK P. MEUSER,325,185,3,137
Orange,2038,Secretary of State,,DEM,ALEX PADILLA,178,105,5,68
Orange,2038,Secretary of State,,REP,MARK P. MEUSER,521,343,2,176
Orange,2040,Secretary of State,,DEM,ALEX PADILLA,257,131,5,121
Orange,2040,Secretary of State,,REP,MARK P. MEUSER,418,215,1,202
Orange,2042,Secretary of State,,DEM,ALEX PADILLA,674,390,7,277
Orange,2042,Secretary of State,,REP,MARK P. MEUSER,608,360,10,238
Orange,2047,Secretary of State,,DEM,ALEX PADILLA,641,414,10,217
Orange,2047,Secretary of State,,REP,MARK P. MEUSER,898,576,8,314
Orange,2048,Secretary of State,,DEM,ALEX PADILLA,599,378,7,214
Orange,2048,Secretary of State,,REP,MARK P. MEUSER,738,428,6,304
Orange,2049,Secretary of State,,DEM,ALEX PADILLA,223,113,4,106
Orange,2049,Secretary of State,,REP,MARK P. MEUSER,303,198,1,104
Orange,2051,Secretary of State,,DEM,ALEX PADILLA,591,398,5,188
Orange,2051,Secretary of State,,REP,MARK P. MEUSER,855,612,10,233
Orange,2054,Secretary of State,,DEM,ALEX PADILLA,714,468,11,235
Orange,2054,Secretary of State,,REP,MARK P. MEUSER,483,306,10,167
Orange,2055,Secretary of State,,DEM,ALEX PADILLA,493,282,11,200
Orange,2055,Secretary of State,,REP,MARK P. MEUSER,183,109,4,70
Orange,2060,Secretary of State,,DEM,ALEX PADILLA,175,103,1,71
Orange,2060,Secretary of State,,REP,MARK P. MEUSER,281,165,1,115
Orange,2061,Secretary of State,,DEM,ALEX PADILLA,1,1,0,0
Orange,2061,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2072,Secretary of State,,DEM,ALEX PADILLA,580,385,9,186
Orange,2072,Secretary of State,,REP,MARK P. MEUSER,677,416,12,249
Orange,2079,Secretary of State,,DEM,ALEX PADILLA,714,464,14,236
Orange,2079,Secretary of State,,REP,MARK P. MEUSER,1014,667,7,340
Orange,2081,Secretary of State,,DEM,ALEX PADILLA,348,230,4,114
Orange,2081,Secretary of State,,REP,MARK P. MEUSER,394,251,3,140
Orange,2082,Secretary of State,,DEM,ALEX PADILLA,486,301,12,173
Orange,2082,Secretary of State,,REP,MARK P. MEUSER,518,319,9,190
Orange,2088,Secretary of State,,DEM,ALEX PADILLA,410,249,7,154
Orange,2088,Secretary of State,,REP,MARK P. MEUSER,326,187,2,137
Orange,2095,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2095,Secretary of State,,REP,MARK P. MEUSER,2,1,0,1
Orange,2096,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2096,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2097,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2097,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2098,Secretary of State,,DEM,ALEX PADILLA,152,87,4,61
Orange,2098,Secretary of State,,REP,MARK P. MEUSER,75,42,0,33
Orange,2099,Secretary of State,,DEM,ALEX PADILLA,100,58,2,40
Orange,2099,Secretary of State,,REP,MARK P. MEUSER,28,17,1,10
Orange,2100,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2100,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2101,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2101,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2102,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2102,Secretary of State,,REP,MARK P. MEUSER,1,0,0,1
Orange,2108,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2108,Secretary of State,,REP,MARK P. MEUSER,2,2,0,0
Orange,2109,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2109,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2111,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2111,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2117,Secretary of State,,DEM,ALEX PADILLA,997,569,19,409
Orange,2117,Secretary of State,,REP,MARK P. MEUSER,376,265,12,99
Orange,2122,Secretary of State,,DEM,ALEX PADILLA,5,5,0,0
Orange,2122,Secretary of State,,REP,MARK P. MEUSER,1,1,0,0
Orange,2128,Secretary of State,,DEM,ALEX PADILLA,629,354,18,257
Orange,2128,Secretary of State,,REP,MARK P. MEUSER,343,224,5,114
Orange,2133,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2133,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
Orange,2143,Secretary of State,,DEM,ALEX PADILLA,921,558,41,322
Orange,2143,Secretary of State,,REP,MARK P. MEUSER,305,192,10,103
Orange,2148,Secretary of State,,DEM,ALEX PADILLA,381,223,8,150
Orange,2148,Secretary of State,,REP,MARK P. MEUSER,338,230,3,105
Orange,2152,Secretary of State,,DEM,ALEX PADILLA,679,430,12,237
Orange,2152,Secretary of State,,REP,MARK P. MEUSER,559,353,11,195
Orange,2153,Secretary of State,,DEM,ALEX PADILLA,72,66,2,4
Orange,2153,Secretary of State,,REP,MARK P. MEUSER,21,16,2,3
Orange,2160,Secretary of State,,DEM,ALEX PADILLA,587,322,12,253
Orange,2160,Secretary of State,,REP,MARK P. MEUSER,405,255,5,145
Orange,2166,Secretary of State,,DEM,ALEX PADILLA,819,446,16,357
Orange,2166,Secretary of State,,REP,MARK P. MEUSER,540,333,2,205
Orange,2171,Secretary of State,,DEM,ALEX PADILLA,478,294,4,180
Orange,2171,Secretary of State,,REP,MARK P. MEUSER,322,214,2,106
Orange,2181,Secretary of State,,DEM,ALEX PADILLA,834,572,8,254
Orange,2181,Secretary of State,,REP,MARK P. MEUSER,466,358,7,101
Orange,2182,Secretary of State,,DEM,ALEX PADILLA,282,196,6,80
Orange,2182,Secretary of State,,REP,MARK P. MEUSER,240,158,2,80
Orange,2187,Secretary of State,,DEM,ALEX PADILLA,939,564,20,355
Orange,2187,Secretary of State,,REP,MARK P. MEUSER,304,188,12,104
Orange,2193,Secretary of State,,DEM,ALEX PADILLA,1112,626,23,463
Orange,2193,Secretary of State,,REP,MARK P. MEUSER,289,169,7,113
Orange,2194,Secretary of State,,DEM,ALEX PADILLA,1011,601,57,353
Orange,2194,Secretary of State,,REP,MARK P. MEUSER,397,249,21,127
Orange,2201,Secretary of State,,DEM,ALEX PADILLA,651,389,6,256
Orange,2201,Secretary of State,,REP,MARK P. MEUSER,379,256,9,114
Orange,2205,Secretary of State,,DEM,ALEX PADILLA,513,283,10,220
Orange,2205,Secretary of State,,REP,MARK P. MEUSER,155,97,3,55
Orange,2212,Secretary of State,,DEM,ALEX PADILLA,383,241,4,138
Orange,2212,Secretary of State,,REP,MARK P. MEUSER,197,140,0,57
Orange,2216,Secretary of State,,DEM,ALEX PADILLA,961,533,32,396
Orange,2216,Secretary of State,,REP,MARK P. MEUSER,265,161,6,98
Orange,2223,Secretary of State,,DEM,ALEX PADILLA,790,460,29,301
Orange,2223,Secretary of State,,REP,MARK P. MEUSER,336,205,13,118
Orange,2224,Secretary of State,,DEM,ALEX PADILLA,259,152,7,100
Orange,2224,Secretary of State,,REP,MARK P. MEUSER,269,164,10,95
Orange,2225,Secretary of State,,DEM,ALEX PADILLA,834,504,43,287
Orange,2225,Secretary of State,,REP,MARK P. MEUSER,310,188,11,111
Orange,2228,Secretary of State,,DEM,ALEX PADILLA,327,157,7,163
Orange,2228,Secretary of State,,REP,MARK P. MEUSER,78,39,2,37
Orange,2229,Secretary of State,,DEM,ALEX PADILLA,505,273,7,225
Orange,2229,Secretary of State,,REP,MARK P. MEUSER,353,198,7,148
Orange,2230,Secretary of State,,DEM,ALEX PADILLA,495,288,15,192
Orange,2230,Secretary of State,,REP,MARK P. MEUSER,349,196,4,149
Orange,2234,Secretary of State,,DEM,ALEX PADILLA,503,304,12,187
Orange,2234,Secretary of State,,REP,MARK P. MEUSER,796,521,11,264
Orange,2235,Secretary of State,,DEM,ALEX PADILLA,446,267,3,176
Orange,2235,Secretary of State,,REP,MARK P. MEUSER,412,235,1,176
Orange,2237,Secretary of State,,DEM,ALEX PADILLA,296,184,3,109
Orange,2237,Secretary of State,,REP,MARK P. MEUSER,431,248,3,180
Orange,2238,Secretary of State,,DEM,ALEX PADILLA,0,0,0,0
Orange,2238,Secretary of State,,REP,MARK P. MEUSER,0,0,0,0
